iter,ms
0,0.978146
1,0.971615
2,0.981765
3,0.979276
4,0.956455
5,1.014365
6,1.051655
7,0.980505
8,0.989695
9,0.953976
10,0.950875
11,0.887326
12,0.973365
13,0.920756
14,0.876936
15,0.866096
16,0.909476
17,0.977985
18,0.965425
19,0.946256
20,2.411118
21,1.218914
22,1.129545
23,0.938335
24,0.983096
25,0.927105
26,0.937986
27,0.939275
28,0.959325
29,0.959156
30,0.947085
31,0.935856
32,0.935705
33,1.018835
34,0.992186
35,0.981345
36,0.988605
37,0.988956
38,0.939405
39,0.938816
40,0.930155
41,0.929326
42,0.972705
43,0.940066
44,0.950855
45,0.935006
46,0.957625
47,0.941195
48,0.931436
49,0.928875
50,2.988066
51,2.655547
52,1.552613
53,1.317963
54,0.962036
55,1.012015
56,1.029695
57,1.004605
58,1.002575
59,0.974666
60,1.038175
61,0.985295
62,1.018605
63,1.000686
64,1.023225
65,1.026135
66,0.989365
67,0.981125
68,0.982696
69,0.981385
70,0.972565
71,0.963755
72,0.981276
73,1.016575
74,0.986475
75,1.002085
76,1.000815
77,1.027736
78,1.060395
79,1.034415
80,1.020665
81,1.050935
82,1.019826
83,0.998865
84,1.056925
85,1.025585
86,1.094265
87,1.058025
88,1.010885
89,1.036825
90,1.012755
91,1.011535
92,1.010375
93,1.000396
94,1.015075
95,0.976065
96,1.003075
97,1.002065
98,1.051505
99,0.990935
100,1.009016
101,1.036375
102,1.802951
103,1.194834
104,3.134275
105,0.945276
106,0.957995
107,0.961356
108,1.198104
109,0.915796
110,0.930395
111,0.911666
112,0.928225
113,6.814917
114,0.940646
115,0.919006
116,0.936375
117,0.886696
118,0.917565
119,0.904346
120,0.918786
121,0.906255
122,0.919236
123,0.910785
124,0.916416
125,0.907546
126,0.906405
127,0.960906
128,0.924305
129,0.916976
130,0.911006
131,0.914075
132,0.919396
133,0.917106
134,0.882155
135,0.919446
136,0.900356
137,0.923785
138,0.894466
139,0.903455
140,0.901336
141,0.892846
142,0.906435
143,0.876956
144,0.910086
145,0.891576
146,0.918775
147,0.909686
148,0.904655
149,0.884156
150,0.871856
151,0.904096
152,0.958065
153,0.874986
154,0.948355
155,0.888146
156,0.927966
157,0.896346
158,0.923955
159,0.958296
160,0.918075
161,0.917776
162,1.000365
163,0.960095
164,0.904026
165,0.867326
166,0.891626
167,0.902775
168,0.895436
169,0.904395
170,0.922246
171,0.873906
172,0.917655
173,0.884806
174,0.915566
175,0.897345
176,0.904706
177,0.896326
178,0.894885
179,0.931556
180,0.859086
181,0.922625
182,0.896426
183,0.896916
184,0.900615
185,4.789258
186,0.885026
187,0.886425
188,0.899096
189,0.872726
190,0.910185
191,0.881226
192,0.883986
193,0.906876
194,0.863575
195,0.891376
196,0.880096
197,0.898796
198,0.887165
199,0.901396
200,0.971785
