iter,ms
0,0.155648
1,0.155648
2,0.155648
3,0.155648
4,0.154624
5,0.154624
6,0.155648
7,0.154624
8,0.155648
9,0.154624
10,0.154624
11,0.155648
12,0.154624
13,0.154624
14,0.155648
15,0.155648
16,0.154624
17,0.155648
18,0.154624
19,0.155648
20,0.154624
21,0.155648
22,0.155648
23,0.154624
24,0.155648
25,0.155648
26,0.154624
27,0.155648
28,0.154624
29,0.155648
30,0.155648
31,0.154624
32,0.155648
33,0.155648
34,0.155648
35,0.155648
36,0.154624
37,0.154624
38,0.155648
39,0.155648
40,0.154624
41,0.154624
42,0.155648
43,0.154624
44,0.154624
45,0.155648
46,0.154624
47,0.154624
48,0.154624
49,0.154624
50,0.155648
51,0.154624
52,0.155648
53,0.155648
54,0.154624
55,0.154624
56,0.155648
57,0.154624
58,0.155648
59,0.155648
60,0.154624
61,0.155648
62,0.154624
63,0.154624
64,0.154624
65,0.154624
66,0.155648
67,0.155648
68,0.155648
69,0.155648
70,0.154624
71,0.154624
72,0.155648
73,0.154624
74,0.154624
75,0.155648
76,0.154624
77,0.154624
78,0.155648
79,0.154624
80,0.155648
81,0.154624
82,0.155648
83,0.154624
84,0.154624
85,0.154624
86,0.154624
87,0.155648
88,0.154624
89,0.154624
90,0.154624
91,0.155648
92,0.155648
93,0.155648
94,0.154624
95,0.155648
96,0.155648
97,0.155648
98,0.154624
99,0.155648
100,0.155648
101,0.155648
102,0.154624
103,0.157696
104,0.155648
105,0.155648
106,0.154624
107,0.154624
108,0.155648
109,0.154624
110,0.154624
111,0.155648
112,0.155648
113,0.155648
114,0.154624
115,0.155648
116,0.154624
117,0.154624
118,0.155648
119,0.154624
120,0.154624
121,0.154624
122,0.155648
123,0.154624
124,0.154624
125,0.154624
126,0.155648
127,0.154624
128,0.154624
129,0.155648
130,0.155648
131,0.154624
132,0.155648
133,0.154624
134,0.154624
135,0.155648
136,0.154624
137,0.154624
138,0.155648
139,0.155648
140,0.155648
141,0.154624
142,0.155648
143,0.154624
144,0.154624
145,0.154624
146,0.154624
147,0.155648
148,0.155648
149,0.154624
150,0.154624
151,0.155648
152,0.155648
153,0.155648
154,0.154624
155,0.155648
156,0.155648
157,0.154624
158,0.155648
159,0.154624
160,0.155648
161,0.155648
162,0.154624
163,0.155648
164,0.154624
165,0.155648
166,0.154624
167,0.155648
168,0.154624
169,0.154624
170,0.154624
171,0.155648
172,0.155648
173,0.154624
174,0.155648
175,0.155648
176,0.155648
177,0.155648
178,0.154624
179,0.155648
180,0.155648
181,0.154624
182,0.154624
183,0.155648
184,0.155648
185,0.155648
186,0.154624
187,0.155648
188,0.154624
189,0.154624
190,0.155648
191,0.155648
192,0.154624
193,0.155648
194,0.155648
195,0.154624
196,0.155648
197,0.154624
198,0.155648
199,0.155648
200,0.154624
201,0.154624
202,0.155648
203,0.155648
204,0.154624
205,0.155648
206,0.154624
207,0.155648
208,0.154624
209,0.155648
210,0.154624
211,0.154624
212,0.154624
213,0.155648
214,0.155648
215,0.155648
216,0.155648
217,0.154624
218,0.154624
219,0.154624
220,0.154624
221,0.154624
222,0.154624
223,0.154624
224,0.154624
225,0.155648
226,0.155648
227,0.154624
228,0.155648
229,0.155648
230,0.155648
231,0.154624
232,0.154624
233,0.155648
234,0.154624
235,0.155648
236,0.160768
237,0.155648
238,0.154624
239,0.155648
240,0.154624
241,0.154624
242,0.155648
243,0.154624
244,0.155648
245,0.155648
246,0.154624
247,0.154624
248,0.155648
249,0.154624
250,0.154624
251,0.154624
252,0.154624
253,0.155648
254,0.154624
255,0.154624
256,0.155648
257,0.154624
258,0.155648
259,0.155648
260,0.154624
261,0.154624
262,0.155648
263,0.155648
264,0.154624
265,0.155648
266,0.154624
267,0.154624
268,0.155648
269,0.154624
270,0.155648
271,0.155648
272,0.155648
273,0.155648
274,0.154624
275,0.155648
276,0.154624
277,0.154624
278,0.155648
279,0.154624
280,0.154624
281,0.155648
282,0.154624
283,0.155648
284,0.155648
285,0.154624
286,0.154624
287,0.154624
288,0.155648
289,0.154624
290,0.155648
291,0.159744
292,0.154624
293,0.154624
294,0.154624
295,0.154624
296,0.155648
297,0.155648
298,0.154624
299,0.154624
300,0.155648
301,0.154624
302,0.154624
303,0.154624
304,0.154624
305,0.154624
306,0.155648
307,0.154624
308,0.154624
309,0.155648
310,0.154624
311,0.154624
312,0.155648
313,0.155648
314,0.155648
315,0.154624
316,0.155648
317,0.154624
318,0.155648
319,0.154624
320,0.154624
321,0.155648
322,0.154624
323,0.155648
324,0.155648
325,0.155648
326,0.154624
327,0.155648
328,0.155648
329,0.154624
330,0.155648
331,0.154624
332,0.154624
333,0.154624
334,0.155648
335,0.155648
336,0.154624
337,0.154624
338,0.154624
339,0.154624
340,0.155648
341,0.154624
342,0.155648
343,0.154624
344,0.154624
345,0.155648
346,0.154624
347,0.154624
348,0.155648
349,0.155648
350,0.154624
351,0.155648
352,0.155648
353,0.154624
354,0.155648
355,0.155648
356,0.154624
357,0.155648
358,0.154624
359,0.154624
360,0.155648
361,0.154624
362,0.155648
363,0.155648
364,0.155648
365,0.154624
366,0.155648
367,0.154624
368,0.155648
369,0.154624
370,0.155648
371,0.154624
372,0.154624
373,0.154624
374,0.155648
375,0.154624
376,0.154624
377,0.154624
378,0.154624
379,0.155648
380,0.154624
381,0.155648
382,0.155648
383,0.155648
384,0.154624
385,0.155648
386,0.155648
387,0.154624
388,0.155648
389,0.155648
390,0.154624
391,0.154624
392,0.155648
393,0.154624
394,0.155648
395,0.155648
396,0.155648
397,0.154624
398,0.154624
399,0.155648
400,0.154624
401,0.155648
402,0.155648
403,0.154624
404,0.155648
405,0.154624
406,0.155648
407,0.154624
408,0.155648
409,0.155648
410,0.154624
411,0.155648
412,0.155648
413,0.154624
414,0.154624
415,0.154624
416,0.154624
417,0.155648
418,0.154624
419,0.155648
420,0.155648
421,0.154624
422,0.155648
423,0.154624
424,0.155648
425,0.154624
426,0.242688
427,0.155648
428,0.155648
429,0.155648
430,0.155648
431,0.154624
432,0.154624
433,0.155648
434,0.155648
435,0.154624
436,0.154624
437,0.155648
438,0.155648
439,0.154624
440,0.155648
441,0.155648
442,0.155648
443,0.154624
444,0.154624
445,0.155648
446,0.155648
447,0.154624
448,0.154624
449,0.154624
450,0.154624
451,0.155648
452,0.154624
453,0.154624
454,0.155648
455,0.154624
456,0.154624
457,0.155648
458,0.155648
459,0.155648
460,0.155648
461,0.155648
462,0.155648
463,0.155648
464,0.154624
465,0.154624
466,0.155648
467,0.155648
468,0.154624
469,0.154624
470,0.154624
471,0.154624
472,0.155648
473,0.155648
474,0.154624
475,0.154624
476,0.155648
477,0.155648
478,0.155648
479,0.155648
480,0.155648
481,0.154624
482,0.155648
483,0.154624
484,0.155648
485,0.155648
486,0.155648
487,0.154624
488,0.155648
489,0.155648
490,0.155648
491,0.154624
492,0.155648
493,0.155648
494,0.154624
495,0.155648
496,0.154624
497,0.155648
498,0.155648
499,0.155648
500,0.154624
501,0.155648
502,0.155648
503,0.155648
504,0.155648
505,0.154624
506,0.155648
507,0.154624
508,0.155648
509,0.154624
510,0.154624
511,0.155648
512,0.154624
513,0.155648
514,0.154624
515,0.155648
516,0.154624
517,0.154624
518,0.155648
519,0.155648
520,0.154624
521,0.154624
522,0.155648
523,0.154624
524,0.154624
525,0.155648
526,0.155648
527,0.154624
528,0.155648
529,0.154624
530,0.155648
531,0.155648
532,0.155648
533,0.154624
534,0.154624
535,0.158720
536,0.155648
537,0.154624
538,0.155648
539,0.155648
540,0.154624
541,0.155648
542,0.154624
543,0.155648
544,0.155648
545,0.154624
546,0.155648
547,0.155648
548,0.154624
549,0.155648
550,0.154624
551,0.155648
552,0.154624
553,0.155648
554,0.155648
555,0.154624
556,0.155648
557,0.154624
558,0.155648
559,0.154624
560,0.154624
561,0.155648
562,0.155648
563,0.154624
564,0.155648
565,0.154624
566,0.155648
567,0.155648
568,0.155648
569,0.154624
570,0.155648
571,0.155648
572,0.154624
573,0.155648
574,0.155648
575,0.154624
576,0.155648
577,0.154624
578,0.154624
579,0.155648
580,0.154624
581,0.155648
582,0.155648
583,0.154624
584,0.155648
585,0.154624
586,0.155648
587,0.155648
588,0.154624
589,0.154624
590,0.155648
591,0.155648
592,0.154624
593,0.154624
594,0.155648
595,0.154624
596,0.155648
597,0.154624
598,0.155648
599,0.154624
600,0.155648
601,0.154624
602,0.154624
603,0.155648
604,0.154624
605,0.154624
606,0.154624
607,0.155648
608,0.155648
609,0.155648
610,0.155648
611,0.155648
612,0.154624
613,0.155648
614,0.155648
615,0.155648
616,0.154624
617,0.155648
618,0.154624
619,0.155648
620,0.154624
621,0.154624
622,0.155648
623,0.154624
624,0.154624
625,0.154624
626,0.155648
627,0.155648
628,0.155648
629,0.154624
630,0.155648
631,0.154624
632,0.154624
633,0.154624
634,0.155648
635,0.155648
636,0.154624
637,0.154624
638,0.155648
639,0.154624
640,0.154624
641,0.155648
642,0.154624
643,0.155648
644,0.155648
645,0.154624
646,0.155648
647,0.154624
648,0.154624
649,0.155648
650,0.154624
651,0.154624
652,0.155648
653,0.154624
654,0.155648
655,0.155648
656,0.154624
657,0.154624
658,0.155648
659,0.155648
660,0.154624
661,0.154624
662,0.155648
663,0.154624
664,0.155648
665,0.155648
666,0.154624
667,0.155648
668,0.155648
669,0.154624
670,0.155648
671,0.154624
672,0.154624
673,0.155648
674,0.155648
675,0.154624
676,0.154624
677,0.155648
678,0.154624
679,0.155648
680,0.155648
681,0.155648
682,0.154624
683,0.154624
684,0.155648
685,0.155648
686,0.154624
687,0.155648
688,0.155648
