iter,ms
0,0.131072
1,0.116736
2,0.115712
3,0.115712
4,0.131072
5,0.130048
6,0.115712
7,0.116736
8,0.116736
9,0.116736
10,0.115712
11,0.115712
12,0.129024
13,0.115712
14,0.130048
15,0.116736
16,0.116736
17,0.117760
18,0.116736
19,0.116736
20,0.116736
21,0.114688
22,0.116736
23,0.115712
24,0.115712
25,0.131072
26,0.116736
27,0.116736
28,0.109568
29,0.116736
30,0.130048
31,0.115712
32,0.116736
33,0.116736
34,0.117760
35,0.115712
36,0.115712
37,0.117760
38,0.116736
39,0.116736
40,0.117760
41,0.130048
42,0.115712
43,0.114688
44,0.116736
45,0.116736
46,0.117760
47,0.115712
48,0.116736
49,0.115712
50,0.115712
51,0.115712
52,0.115712
53,0.115712
54,0.115712
55,0.116736
56,0.115712
57,0.115712
58,0.116736
59,0.115712
60,0.117760
61,0.116736
62,0.105472
63,0.115712
64,0.115712
65,0.114688
66,0.115712
67,0.115712
68,0.115712
69,0.116736
70,0.116736
71,0.115712
72,0.116736
73,0.116736
74,0.113664
75,0.118784
76,0.114688
77,0.117760
78,0.115712
79,0.132096
80,0.116736
81,0.116736
82,0.134144
83,0.116736
84,0.143360
85,0.144384
86,0.129024
87,0.130048
88,0.116736
89,0.116736
90,0.133120
91,0.131072
92,0.116736
93,0.117760
94,0.116736
95,0.116736
96,0.129024
97,0.115712
98,0.115712
99,0.115712
100,0.131072
101,0.115712
102,0.116736
103,0.116736
104,0.115712
105,0.116736
106,0.115712
107,0.115712
108,0.116736
109,0.115712
110,0.115712
111,0.116736
112,0.115712
113,0.115712
114,0.129024
115,0.131072
116,0.115712
117,0.110592
118,0.116736
119,0.115712
120,0.115712
121,0.116736
122,0.115712
123,0.115712
124,0.116736
125,0.131072
126,0.115712
127,0.115712
128,0.115712
129,0.116736
130,0.114688
131,0.114688
132,0.116736
133,0.116736
134,0.116736
135,0.115712
136,0.114688
137,0.116736
138,0.115712
139,0.116736
140,0.115712
141,0.115712
142,0.116736
143,0.116736
144,0.116736
145,0.115712
146,0.115712
147,0.115712
148,0.116736
149,0.116736
150,0.117760
151,0.114688
152,0.114688
153,0.115712
154,0.115712
155,0.115712
156,0.116736
157,0.116736
158,0.116736
159,0.116736
160,0.115712
161,0.115712
162,0.116736
163,0.130048
164,0.117760
165,0.116736
166,0.131072
167,0.116736
168,0.142336
169,0.115712
170,0.115712
171,0.144384
172,0.130048
173,0.115712
174,0.116736
175,0.115712
176,0.131072
177,0.131072
178,0.115712
179,0.131072
180,0.129024
181,0.115712
182,0.115712
183,0.116736
184,0.115712
185,0.116736
186,0.128000
187,0.116736
188,0.115712
189,0.115712
190,0.116736
191,0.115712
192,0.115712
193,0.116736
194,0.115712
195,0.115712
196,0.116736
197,0.116736
198,0.128000
199,0.128000
200,0.116736
201,0.116736
202,0.116736
203,0.115712
204,0.115712
205,0.115712
206,0.116736
207,0.116736
208,0.115712
209,0.129024
210,0.117760
211,0.116736
212,0.115712
213,0.115712
214,0.116736
215,0.115712
216,0.116736
217,0.116736
218,0.116736
219,0.116736
220,0.117760
221,0.116736
222,0.115712
223,0.114688
224,0.116736
225,0.115712
226,0.115712
227,0.115712
228,0.116736
229,0.117760
230,0.114688
231,0.115712
232,0.116736
233,0.116736
234,0.116736
235,0.115712
236,0.115712
237,0.116736
238,0.117760
239,0.116736
240,0.116736
241,0.115712
242,0.117760
243,0.115712
244,0.116736
245,0.116736
246,0.117760
247,0.130048
248,0.115712
249,0.116736
250,0.134144
251,0.115712
252,0.143360
253,0.116736
254,0.117760
255,0.116736
256,0.117760
257,0.144384
258,0.129024
259,0.115712
260,0.114688
261,0.115712
262,0.130048
263,0.131072
264,0.131072
265,0.131072
266,0.115712
267,0.117760
268,0.115712
269,0.116736
270,0.116736
271,0.121856
272,0.129024
273,0.115712
274,0.116736
275,0.116736
276,0.115712
277,0.116736
278,0.116736
279,0.115712
280,0.114688
281,0.116736
282,0.128000
283,0.116736
284,0.117760
285,0.116736
286,0.116736
287,0.117760
288,0.116736
289,0.116736
290,0.115712
291,0.115712
292,0.115712
293,0.129024
294,0.116736
295,0.130048
296,0.114688
297,0.116736
298,0.115712
299,0.115712
300,0.115712
301,0.116736
302,0.116736
303,0.115712
304,0.115712
305,0.117760
306,0.115712
307,0.114688
308,0.115712
309,0.115712
310,0.114688
311,0.115712
312,0.115712
313,0.116736
314,0.116736
315,0.115712
316,0.116736
317,0.115712
318,0.116736
319,0.115712
320,0.116736
321,0.115712
322,0.115712
323,0.115712
324,0.117760
325,0.116736
326,0.115712
327,0.116736
328,0.116736
329,0.115712
330,0.115712
331,0.129024
332,0.115712
333,0.117760
334,0.135168
335,0.115712
336,0.143360
337,0.115712
338,0.114688
339,0.115712
340,0.114688
341,0.115712
342,0.115712
343,0.143360
344,0.130048
345,0.116736
346,0.114688
347,0.115712
348,0.132096
349,0.130048
350,0.116736
351,0.130048
352,0.115712
353,0.115712
354,0.115712
355,0.115712
356,0.115712
357,0.115712
358,0.130048
359,0.114688
360,0.116736
361,0.116736
362,0.115712
363,0.116736
364,0.114688
365,0.130048
366,0.130048
367,0.116736
368,0.116736
369,0.115712
370,0.115712
371,0.115712
372,0.116736
373,0.116736
374,0.116736
375,0.114688
376,0.115712
377,0.129024
378,0.114688
379,0.130048
380,0.114688
381,0.114688
382,0.117760
383,0.115712
384,0.116736
385,0.115712
386,0.115712
387,0.115712
388,0.115712
389,0.115712
390,0.116736
391,0.115712
392,0.116736
393,0.150528
394,0.114688
395,0.115712
396,0.115712
397,0.115712
398,0.115712
399,0.115712
400,0.116736
401,0.115712
402,0.115712
403,0.116736
404,0.117760
405,0.115712
406,0.115712
407,0.116736
408,0.117760
409,0.117760
410,0.115712
411,0.116736
412,0.116736
413,0.115712
414,0.132096
415,0.129024
416,0.129024
417,0.131072
418,0.129024
419,0.116736
420,0.115712
421,0.115712
422,0.116736
423,0.121856
